"record_id","artist","title","date","medium","discipline","dimensions","funding_source","location","street","city","state","zipcode","lat","lng","description","image_url","detail_url","date_modified"

"2907","Tiago DeJerk","Mt. Scott-Arleta Community Mural","2009","Acrylic and spray paint on concrete","mural","18' 6 "" x 9' 2 ""","Public Art Mural Program/Private Funding","5501 SE 72nd Ave.","5501 SE 72nd Ave.","Portland","OR","97206","45.483002999999997","-122.5893779","Artist Tiago DeJerk and local teens have created this vibrant orange, black and white design depicting community members that include a gardener, a person reading a book, a motorcyclist, an athlete, a musician, a person holding an umbrella and another walking a dog, a bicyclist, and a painter. The mural's purpose is to unite and improve the community as well as promote diversity.","http://data.racc.org/pa_inventory/murals/M0030/M0030thumb.jpg","http://racc.org/public-art/search/?recid=2907.86","2011-01-07 00:00:00"

"2909","Dan Corson","Mercurial Sky","2009","Digital video on DVD","video","duration: 1:23:10","Percent for Art - City of Portland","Director Park","SW 9th Ave. and SW Taylor St.","Portland","OR","97205","45.518417999999997","-122.68187760000001","Mercurial Sky is an ever-changing array of light played on LED tubes integrated into the Director Park Canopy.  The digital video only emits from the lighted bars, and provides a sense of movement through an abstract tapestry of light and color.  If you stand farther away, or look in nearby reflections, the images are compressed and give a clearer view of the video. 

""I filmed images and patterns of natural phenomena like waves, clouds, fire, earthworms, and jellyfish to bring the movement and randomness of nature into this mostly hardscaped park.""","http://data.racc.org/pa_inventory/1844/1844thumb.jpg","http://racc.org/public-art/search/?recid=2909.119","2011-12-19 00:00:00"

"2918","Bruce West","Sitting Stones","2009","Stainless steel","sculpture","variable","Percent for Art - City of Portland","East Portland Community Center","740 SE 106th Ave.","Portland","OR","97216","45.516030999999998","-122.55296800000001","Sitting Stones, by Bruce West, is situated at the entrance to the East Portland Community Center and is made up of four stainless steel elements that mimic stacked stones. While the inspiration for this pieces is one of stillness, the material and abstracted forms reflect and enhance the dynamism of the site and people surrounding it.

""I have always been interested in landscape and it has regularly been the source of my inspiration... My sculptures do not explore issues?""they do not reference politics, gender, time, or history. They are only what you see and touch.""","http://data.racc.org/pa_inventory/1834/1834thumb.jpg","http://racc.org/public-art/search/?recid=2918.94","2013-02-01 00:00:00"

"2919","Jack Archibald","Engine","2009","Stained and dichromatic glass","architectural integration","12' x 12'","Percent for Art - City of Portland","Fire Station 01","55 SW Ash Street","Portland","OR","97204","45.521878999999998","-122.6704","Engine by Jack Archibald is inspired in part by the poem 'The Great Figure' by William Carlos William, and by two paintings also based on the poem by Charles Demuth and Robert Indiana. Archibald approached this piece wanting to create a totemic image for the headquarters. ""Color, flash, and kinetics all held fast in the confines of the station's entryway. The glasswork is intended to evoke explosive movement held in check, heroic energies at the ready, dramatic moments about to unfold... My intent was to modernize the imagery in the medium of glass, which is, I think, a kind of frozen energy itself, ready to explode when light hits it.""

Among the rain
and lights
I saw the figure 5
in gold
on a red
fire truck
moving
tense
unheeded
to gong clangs
siren howls
and wheels rumbling
through the dark city.","http://data.racc.org/pa_inventory/1836/1836thumb.jpg","http://racc.org/public-art/search/?recid=2919.103","2011-12-06 00:00:00"

"2920","Jonathan Bonner","After All","2009","Granite","sculpture","36 "" x 60 "" x 48 "", diameter: 18 ""","Percent for Art - City of Portland","Oregon Health Clinic","1111 NE 99th Ave.","Portland","OR","97220","45.530815099999998","-122.56270720000001","Working with the confines of the triangular landscaped area, the artist created three identical granite ellipsoids that emanate from a single point underground. The forms suggest several things?""flowers, seeds, or a sitting figure.  It is not intended to be conclusive, but rather leaves the viewer to draw his or her own meaning from the piece.","http://data.racc.org/pa_inventory/1835/1835thumb.jpg","http://racc.org/public-art/search/?recid=2920.96","2013-01-30 00:00:00"

"2921","Teressa Hamje","Cars Into Plowshares","2009","Acrylic on concrete","mural","length: 46'","Public Art Mural Program/Private Funding","10 SE 7th Ave.","10 SE 7th Ave.","Portland","OR","97214","45.522607000000001","-122.65836899999999","The mural is composed of a farmer tilling the paved land of a 20th century city, transforming it into a renewable, sustainable urban farm community. It reflects not only the goals of The Farm Cafe to promote local, sustainable farming, but of the greater Portland community's goal for green living throughout the city. The mural brings color and interest to the site as well as contributes to the continued growth of the cultural and economic significance of the neighborhood.","http://data.racc.org/pa_inventory/murals/M0031/M0031thumb.jpg","http://racc.org/public-art/search/?recid=2921.82","2011-01-07 00:00:00"

"2922","Hector Hernandez","Miraflores","2009","Ceramic tile on cinderblock","mural","3 1/2' x 61'","Public Art Mural Program/Private Funding","8913 N. Newell Ave.","8913 N. Newell Ave.","Portland","OR","97203","45.587358299999998","-122.73267269999999","The mosaic mural depicts the blooming process of a flower and the role of pollination and the generation of seeds. The cycle of death, pollination, and growth represents the new generation of Hispanic children who are growing into adulthood at the Miraflores Housing Development.","http://data.racc.org/pa_inventory/murals/M0032/M0032thumb.jpg","http://racc.org/public-art/search/?recid=2922.76","2012-06-07 00:00:00"

"2923","Teri L. Payton","Portland Store Fixtures","2009","Acrylic on panel","mural","each: 96 "" x 48 ""","Public Art Mural Program/Private Funding","110 SE Main Street","110 SE Main Street","Portland","OR","97214","45.513368999999997","-122.66432","Each of the four panels in this mural depicts a different stage and location in Oregon and its relationship to water and the life cycle.  The mural represents the importance of water and the vital role it plays in our community and state, and provides a reminder to conserve and protect our environment.

The first panel depicts the wetlands at dawn with the female figure as mother earth bringing water and life to the world. The herons, Portland's official bird, and the salmon are both an important part of the Northwest. The second panel depicts our forests and the rivers that run through them promoting growth and life. The third depicts the role water plays in industry and agriculture, bringing electricity from the eastern Oregon farmlands into Portland. The last panel portrays the Oregon coast with a child taking water from the ocean.","http://data.racc.org/pa_inventory/murals/M0033/M0033thumb.jpg","http://racc.org/public-art/search/?recid=2923.76","2011-01-07 00:00:00"

"2924","Dan Cohen, ArtFX Murals, Shane Bennett","Portland Memorial Mausoleum Mural","2009","Latex paint","mural","area: 43,485 square feet (approximate)","Public Art Mural Program/Private Funding","Portland Memorial Mausoleum Chapel","6705 SE 14th Ave.","Portland","OR","97202","45.474289800000001","-122.651782","The Portland Memorial Mausoleum Mural was created as an expansion of the existing Great Blue Heron Mural on the lower west facing wall of the Mausoleum, also applied by ArtFX Murals. The expanded mural covers eight surfaces totaling approximately 43,485 square feet, and is estimated to be the largest mural in the United States. Seen clearly from the OMSI Springwater Trail and I-5, the mural highlights the importance of the 160-acre Oaks Bottom Wildlife Refuge to the city of Portland's quality of life, the contribution of the wetland system as a critical element of the city's green infrastructure, and its contribution to maintaining biodiversity in the city and metropolitan area.","http://data.racc.org/pa_inventory/murals/M0034/M0034thumb.jpg","http://racc.org/public-art/search/?recid=2924.84","2011-01-07 00:00:00"

"2930","Robin Corbo","MIKE Mural","2009","Acrylic","mural","20' x 100', area: 1900 square feet (approximate)","Public Art Mural Program/Private Funding","Diversified Specialty Institute","703 NE Hancock St.","Portland","OR","97212","45.536785999999999","-122.658275","The purpose of the MIKE (Multicultural Integrated Kidney Education Program) Mural is to create a compelling work of public art that targets youth, and raises their awareness around kidney health. Made and designed with the help of students from POIC (Portland Occupation Industrialization Center/Rosemary Anderson High School), the mural seeks to empower youth to be ambassadors of health in service to their diverse communities through mentorship, partnership, and the promotion of healthy kidneys.","http://data.racc.org/pa_inventory/murals/M0035/M0035thumb.jpg","http://racc.org/public-art/search/?recid=2930.85","2012-12-13 00:00:00"

"2931","Chris Johanson, Jo Jackson","Cherry Sprout Produce","2009","Acrylic","mural","14' x 53'","Public Art Mural Program/Private Funding","722 N Sumner St.","722 N Sumner St.","Portland","OR","97217","45.560200999999999","-122.674744","The Cherry Sprout Market mural brings different elements together to show the dynamic harmony of nature, farming, wildlife, plants and different states of time. It is purposely abstract in order to be more open ended and create energy for the viewer to step into the mural. It provides multiple vantage points from which to view nature, elements of human intervention, and their place in nature. All greens used in the mural match the neighborhood region and are considered by the artists to be planetary and universal as they are brought into the neighborhood through the mural.","http://data.racc.org/pa_inventory/murals/M0036/M0036thumb.jpg","http://racc.org/public-art/search/?recid=2931.76","2011-01-07 00:00:00"

"2932","Kevin M. Fitzpatrick","KBOO","2009","Acrylic on cinderblock and concrete","mural","13' x 49', area: 663 square feet","Public Art Mural Program/Private Funding","KBOO Community Radio","20 SE 8th Ave.","Portland","OR","97214","45.522465199999999","-122.6575619","This mural is about the Pacific Northwest, Portland, and community radio. At the center of the work is a turntable with the people representing our city's diversity rising up from it's core. The forest, mountains, city, radio, and diverse inhabitants that fill the mural share a part of what is great about our region and our city with the surrounding community.","http://data.racc.org/pa_inventory/murals/M0037/M0037thumb.jpg","http://racc.org/public-art/search/?recid=2932.83","2012-12-13 00:00:00"

"2933","Rodolfo Serna","Impact Northwest","2009","Acrylic on brick","mural","10' x 32'","Public Art Mural Program/Private Funding","4635 SE Hawthorn Blvd.","4635 SE Hawthorn Blvd.","Portland","OR","97215","45.512267999999999","-122.61434300000001","This mural is a collaboration between students in the p:ear program and the artist, Rodolfo Serna. The mural is designed to reflect the student's diversity, to highlight the theme of unity, and to foster a sense of community in the neighborhood. The mural is divided into three sections by bands of Aztec symbols. The center features mother earth in the form of Turtle Island, and within it are the colors of the Medicine Wheel, which symbolize our relationship with one another. Each quadrant of the turtle shell features a different mythological and powerful woman. The turtle is surrounded by the four elements. The left and right sections of the mural depict a symbolic mirror reflection of the symbiotic relationship between the earth and her occupants. On one side is the hummingbird and the rose and on the other is the Tree of Life and the Sun Dancer.","http://data.racc.org/pa_inventory/murals/M0038/M0038thumb.jpg","http://racc.org/public-art/search/?recid=2933.81","2011-01-07 00:00:00"

"2937","Jack Archibald","Icarus Triumphant","2010","Leaded glass","architectural integration","9 1/2' x 40'","Percent for Art - City of Portland","James Hawthorne Apartments","1510 SW 13th Avenue","Portland","OR","97201","45.515262200000002","-122.6881336","Installed on the ground floor of the James Hawthorn Apartments, the glass piece Icarus Triumphant is meant to suggest wings and uplift, upraised arms and a sense of welcoming what is ahead. Of the piece the artist comments, ""The artwork brings a sense of new beginnings, a feeling of renewal and rebirth, a kind of spiritual dawn... We all experience obstacles and personal defeats, but we all have the capacity to rise up once more. Rise up singing, rise up courageous, rise up with the hope that we can start anew.""
""Icarus Triumphant is my stab at optimism in the face of hardships. I would like to hope that it might prove worthy of its name. If the wax melts on our wings, we can get another pair and try it again.""","http://data.racc.org/pa_inventory/1837/1837thumb.jpg","http://racc.org/public-art/search/?recid=2937.84","2010-09-20 00:00:00"

"2940","Marlene Bauer","March","2010","Sandblasted glass","architectural integration","each: 9' x 4' 9 ""","Percent for Art - Multnomah County","Kenton Library","8226 N. Denver Ave.","Portland","OR","97217","45.582812999999987","-122.686719","Images of buildings, animals, windows, hills and clouds refer to the neighborhood and the city's larger landscape. Multiple layers are created as the doors move together and the images combine to create an animated composition of community and nature.","http://data.racc.org/pa_inventory/1845/1845thumb.jpg","http://racc.org/public-art/search/?recid=2940.90","2011-03-17 00:00:00"

"2957","Mauricio Saldana","Art Benches","2009?"2010","Red mahogany granite and cast concrete","sculpture","block: 23 1/2 "" x 21 "" x 22 1/2 "", bench length: 107 "", bench height: 17 "", bench depth: 16 ""","Percent for Art - City of Portland","N. Denver Ave. between McClellan St. and Schofield St.","N. Denver Ave. and N. McClellan St.","Portland","OR","97217","45.583106000000001","-122.686888","Designed in collaboration with Greenworks PC, artist and third-generation stone carver Mauricio Saldana created seven Art Benches located on street corners along Denver Avenue. Each bench features a carved image derived from the nearby sculpture Poder de la Mano, also by the artist. Each image highlights unique elements of the neighborhood both past and present.","http://data.racc.org/pa_inventory/1880.1a-g/1880.1a-gthumb.jpg","http://racc.org/public-art/search/?recid=2957.91","2011-08-03 00:00:00"

"3015","","Hope is Vital","2007","Latex paint on concrete","mural","","Public Art Mural Program/Private Funding","","","","  ","","","","This mural's purpose is to create global solidarity and educate the Portland community about Portland's sister city, Mutare, Zimbabwe, and humanitarian efforts there.  Underneath the inspiring message, ""Hope is Vital,"" the sun shines on a yellow medical clinic Portland helped build for its sister city.  In a show of support, persons from both Portland and Mutare hold hands, dance, and drum to celebrate life, above the text ""it takes a planet to save a village.""","http://data.racc.org/pa_inventory/murals/M0015/M0015thumb.jpg","http://racc.org/public-art/search/?recid=3015.100","2010-11-17 00:00:00"

"3017","Douglas Hollis","Song Cycles","2009","Stainless steel and aluminum","sculpture","each: 22' 5 1/2 "" x 9' x 9' 6 ""","Percent for Art - City of Portland","Elizabeth Caruthers Park","630 SW Curry St","Portland","OR","97239","45.4978403","-122.67180500000001","The work 'Song Cycles' celebrates Portland's long commitment to the bicycle as a form of green transportation and to sustainable sources of energy.","http://data.racc.org/pa_inventory/1839/1839thumb.jpg","http://racc.org/public-art/search/?recid=3017.70","2011-01-25 00:00:00"

"3018","Keiko Hara","Verses - Reflected and Reflecting","2009?"2010","Hand-painted and sandblasted glass, air brushed enamel, and oil paint","architectural integration","4 panels: 67 3/8 "" x 25 1/2 "" x 3/8 "", 3 panels: 54 1/8 "" x 25 1/2 "" x 3/8 "", 2 panels: 25 1/8","Percent for Art - City of Portland","Archives and Records Center","1800 SW 6th Ave, Suite 550","Portland","OR","97201","45.511732899999998","-122.6825596","The artwork is about reflected and reflecting time, places, and people in the history of the progressive City of Portland, past and present. Symbolic and abstracted Portland environments within the native, historical, and natural context on five colored and nine sandblasted panels that are installed through the length of the reading room.

Twenty medallions suspended from the ceiling are painted with shadow-like iconographic images based on historic photographs of each decade from 1844?""2009 on one side, while the reverse side presents a metallic surface that reflects the actual space and people inside and outside of the reading room. The medallions move with the air like a visual chorus. The empty oval shapes on the glass panels and the suspended medallions draw viewers' attention in to the imaginary space that is both entrance and exit.","http://data.racc.org/pa_inventory/1838/1838thumb.jpg","http://racc.org/public-art/search/?recid=3018.90","2011-03-07 00:00:00"

"3022","Henk Pander","Hot Fire","2010","Watercolor","painting","sheet: 26 1/8 "" x 40 3/16 "", image: 24 1/2 "" x 39 "", frame: 36 15/16 "" x 50 5/16 ""","Portland Fire & Rescue","Fire Station 05","1505 SW DeWitt Street","Portland","OR","97239","45.480468000000002","-122.693663","The experience of spending time with firefighting crews at five stations has been powerful, revealing and moving.  It has greatly enhanced my understanding and respect for the men and women of Portland Fire & Rescue. 
 
In 2004, four Portland artists were selected for assignments at five to six fire stations where they spent time with the crews and went on ride alongs to fire and other emergency calls over the course of one year.  This project was part of intersections, a public art residency program, that explores the convergence of the ""art of work"" and the ""work of art"" by having artists work directly with city or county resources, staff, and clients.","http://data.racc.org/pa_inventory/1840/1840thumb.jpg","http://racc.org/public-art/search/?recid=3022.48","2010-07-30 00:00:00"

"3026","Harrell Fletcher","The Knowledge","2010","Digitally printed vinyl on concrete","mural","20' x 127', area: 2,547.5 square feet","Public Art Mural Program/Private Funding","5th Ave Cinema","510 SW Hall St.","Portland","OR","97201","45.510208400000003","-122.682489","This mural by Harrell Fletcher, with assistance from Avalon Kalin, depicts a series of stacked books from the Portland State University Library. Titles include references to the adjacent educational community and local sustainability efforts, as well as topics of interest to the diverse student body, the campus community in general, and neighboring businesses that support the University District area.  Students, faculty, and staff participated in a poll to choose the book titles.","http://data.racc.org/pa_inventory/murals/M0039/M0039thumb.jpg","http://racc.org/public-art/search/?recid=3026.67","2012-12-13 00:00:00"

"3033","Marlene Bauer","Echo","2010","Sandblasted glass","architectural integration","each: 9' 7 "" x 4' 9 ""","Percent for Art - Multnomah County","Troutdale Library","2451 SW Cherry Park Rd.","Troutdale","OR","97060","45.527718700000001","-122.41228719999999","Each panel combines abstraction, representation, formal concerns and humor. As the doors move together, the overlapping forms and textures intensify into a rush of activity evoking and honoring the experience of travel through the Columbia Gorge.","http://data.racc.org/pa_inventory/1861/1861thumb.jpg","http://racc.org/public-art/search/?recid=3033.66","2013-01-28 00:00:00"

"3034","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 08","7134 North Maryland Avenue","Portland","OR","97217","45.574852999999997","-122.68082099999999","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1846/1846thumb.jpg","http://racc.org/public-art/search/?recid=3034.224","2011-04-15 00:00:00"

"3035","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 08","7134 North Maryland Avenue","Portland","OR","97217","45.574852999999997","-122.68082099999999","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1847/1847thumb.jpg","http://racc.org/public-art/search/?recid=3035.221","2011-04-15 00:00:00"

"3036","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 08","7134 North Maryland Avenue","Portland","OR","97217","45.574852999999997","-122.68082099999999","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1848/1848thumb.jpg","http://racc.org/public-art/search/?recid=3036.224","2011-04-15 00:00:00"

"3037","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 08","7134 North Maryland Avenue","Portland","OR","97217","45.574852999999997","-122.68082099999999","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1849/1849thumb.jpg","http://racc.org/public-art/search/?recid=3037.222","2011-04-15 00:00:00"

"3038","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 08","7134 North Maryland Avenue","Portland","OR","97217","45.574852999999997","-122.68082099999999","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1850/1850thumb.jpg","http://racc.org/public-art/search/?recid=3038.221","2011-04-15 00:00:00"

"3039","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 08","7134 North Maryland Avenue","Portland","OR","97217","45.574852999999997","-122.68082099999999","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1851/1851thumb.jpg","http://racc.org/public-art/search/?recid=3039.221","2011-04-15 00:00:00"

"3040","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 08","7134 North Maryland Avenue","Portland","OR","97217","45.574852999999997","-122.68082099999999","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1852/1852thumb.jpg","http://racc.org/public-art/search/?recid=3040.221","2011-04-15 00:00:00"

"3041","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 08","7134 North Maryland Avenue","Portland","OR","97217","45.574852999999997","-122.68082099999999","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1853/1853thumb.jpg","http://racc.org/public-art/search/?recid=3041.220","2011-04-15 00:00:00"

"3042","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 08","7134 North Maryland Avenue","Portland","OR","97217","45.574852999999997","-122.68082099999999","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1854/1854thumb.jpg","http://racc.org/public-art/search/?recid=3042.221","2011-04-15 00:00:00"

"3043","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 08","7134 North Maryland Avenue","Portland","OR","97217","45.574852999999997","-122.68082099999999","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1855/1855thumb.jpg","http://racc.org/public-art/search/?recid=3043.223","2011-04-15 00:00:00"

"3044","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 08","7134 North Maryland Avenue","Portland","OR","97217","45.574852999999997","-122.68082099999999","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1856/1856thumb.jpg","http://racc.org/public-art/search/?recid=3044.221","2011-02-14 00:00:00"

